claim_id,policy_id,customer_id,loss_date,report_date,cause_of_loss,catastrophe_flag,first_line_of_address,county,state,zip_code,latitude,longitude,property_age,roof_age,roof_material,construction_type,square_footage,occupancy_type,property_value,policy_tenure_months,coverage_a_dwelling_flag,coverage_b_other_structures_flag,coverage_c_personal_property_flag,coverage_d_loss_of_use_flag,coverage_e_liability_flag,coverage_f_medical_payments_flag,coverage_a_limit,coverage_b_limit,coverage_c_limit,coverage_d_limit,deductible,annual_premium,policy_form,prior_claim_count_3yr,prior_total_paid_3yr,prior_same_cause_claim_count,prior_litigated_claim_count,initial_reserve,initial_estimate,days_to_first_inspection,inspection_completed_30_days,complaint_flag_30_days,litigated
CLM00493,POL00493,CUS00493,2024-11-23,2024-11-30,Fire,0,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,72,10,Metal,Masonry Veneer,2980,Owner Occupied,1043000,150,1,1,1,1,1,1,1046000,98000,475000,185000,2000,1840,HO5,3,110000,2,0,44500,48700,5,1,0,0
CLM00494,POL00494,CUS00494,2025-12-12,2025-12-12,Water,0,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,64,10,Asphalt Shingle,Concrete Block,1757,Owner Occupied,957000,175,1,0,1,1,1,1,765000,0,350000,127000,10000,8790,HO5,3,213600,1,0,54100,47900,16,1,0,0
CLM00495,POL00495,CUS00495,2024-07-26,2024-08-04,Lightning,0,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,16,16,Flat/TPO,Masonry,2120,Owner Occupied,1263000,160,1,1,1,1,1,1,927000,117000,567000,150000,7500,5650,HO3,2,62200,0,0,49600,52800,16,1,1,0
CLM00496,POL00496,CUS00496,2025-10-07,2025-10-10,Water,0,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,38,5,Tile,Concrete Block,3099,Owner Occupied,806000,51,1,1,1,1,1,1,599000,77000,375000,123000,7500,7840,HO5,2,69000,1,0,60900,33200,13,1,0,1
CLM00497,POL00497,CUS00497,2023-01-05,2023-01-10,Water,0,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,67,7,Asphalt Shingle,Frame,1390,Owner Occupied,1414000,152,1,1,1,1,1,1,1123000,158000,692000,269000,1000,6520,HO3,1,102000,0,0,41800,40400,9,1,0,0
CLM00498,POL00498,CUS00498,2024-10-17,2024-10-24,Fire,0,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,65,26,Asphalt Shingle,Masonry,2849,Owner Occupied,327000,17,1,1,1,1,1,1,335000,46000,173000,82000,5000,2600,HO3,0,0,0,0,37600,40000,2,1,0,0
CLM00499,POL00499,CUS00499,2022-06-19,2022-06-21,Theft,0,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,62,30,Concrete Tile,Concrete Block,3872,Owner Occupied,1380000,111,1,1,1,1,1,1,1046000,85000,561000,264000,1500,6820,HO3,0,0,1,1,34600,31600,15,1,0,0
CLM00500,POL00500,CUS00500,2024-04-11,2024-04-13,Hurricane,0,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,14,6,Asphalt Shingle,Masonry,2706,Owner Occupied,310000,49,1,1,1,1,1,1,297000,39000,164000,56000,7500,2510,HO6,1,42600,1,2,74800,88300,12,1,0,0
CLM00501,POL00501,CUS00501,2023-09-14,2023-09-20,Water,0,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,64,13,Concrete Tile,Frame,2808,Owner Occupied,948000,48,1,1,1,1,1,1,949000,117000,466000,229000,10000,9200,DP3,1,7800,0,1,42800,18600,15,1,0,1
CLM00502,POL00502,CUS00502,2025-11-28,2025-12-20,Freeze,0,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,10,8,Metal,Masonry,1619,Owner Occupied,394000,49,1,1,1,1,1,1,381000,54000,200000,94000,7500,8530,HO3,0,0,0,0,43900,23000,16,1,0,0
CLM00503,POL00503,CUS00503,2025-10-11,2025-10-27,Lightning,0,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,75,14,Concrete Tile,Masonry,1263,Owner Occupied,1232000,176,1,1,1,1,1,0,1180000,147000,682000,320000,2000,9320,DP3,1,83300,1,0,37500,37600,16,1,0,0
CLM00504,POL00504,CUS00504,2022-05-12,2022-05-19,Theft,0,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,4,4,Tile,Reinforced Concrete,3075,Owner Occupied,481000,54,1,1,1,1,1,1,398000,59000,264000,89000,5000,3260,HO3,0,0,1,1,19400,17000,9,1,0,1
CLM00505,POL00505,CUS00505,2024-06-13,2024-06-22,Hail,0,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,71,18,Concrete Tile,Frame,4413,Tenant Occupied,579000,109,1,1,1,1,1,1,544000,60000,336000,141000,5000,7070,HO3,1,27100,0,0,11100,12700,16,1,0,0
CLM00506,POL00506,CUS00506,2025-08-28,2025-09-15,Wind,0,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,66,16,Concrete Tile,Reinforced Concrete,1263,Owner Occupied,1184000,187,1,1,1,1,1,1,959000,121000,607000,280000,1500,9360,HO6,1,28400,0,0,7000,24300,13,1,0,1
CLM00507,POL00507,CUS00507,2025-03-19,2025-03-22,Water,0,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,32,27,Asphalt Shingle,Masonry,3616,Owner Occupied,1077000,141,1,1,1,1,1,1,1050000,103000,478000,277000,1000,9550,HO5,2,182900,0,0,9300,19500,15,1,0,0
CLM00508,POL00508,CUS00508,2025-10-16,2025-10-19,Wind,0,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,15,12,Flat/TPO,Frame,1262,Owner Occupied,828000,34,1,1,1,1,1,1,636000,89000,436000,190000,2500,7960,HO5,0,0,0,0,43000,51300,10,1,0,0
CLM00509,POL00509,CUS00509,2022-07-15,2022-07-17,Wind,0,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,66,19,Flat/TPO,Reinforced Concrete,1462,Owner Occupied,1005000,140,1,1,1,1,1,1,913000,106000,565000,237000,7500,8050,HO3,0,0,0,0,34200,34000,18,1,1,1
CLM00510,POL00510,CUS00510,2024-08-04,2024-08-07,Water,0,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,31,11,Metal,Masonry,2686,Owner Occupied,851000,76,1,1,1,1,1,1,746000,82000,453000,131000,2500,8580,HO5,2,89600,1,1,10900,12000,17,1,0,0
CLM00511,POL00511,CUS00511,2024-01-23,2024-01-28,Wind,0,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,63,10,Tile,Concrete Block,1253,Owner Occupied,781000,101,1,1,1,1,1,1,774000,85000,466000,166000,7500,3640,HO3,2,58500,0,0,87400,51700,13,1,0,1
CLM00512,POL00512,CUS00512,2022-04-24,2022-04-30,Water,0,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,13,13,Concrete Tile,Reinforced Concrete,2325,Tenant Occupied,551000,134,1,1,1,1,1,1,486000,43000,243000,76000,5000,6770,HO5,2,77500,1,0,46700,47900,1,1,0,0
CLM00513,POL00513,CUS00513,2024-02-23,2024-02-29,Freeze,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,69,31,Concrete Tile,Concrete Block,3286,Tenant Occupied,932000,47,1,1,1,1,1,1,907000,133000,522000,204000,1000,8750,HO5,2,74800,1,1,27500,29600,5,1,0,0
CLM00514,POL00514,CUS00514,2024-09-26,2024-09-28,Water,0,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,62,5,Asphalt Shingle,Frame,3981,Owner Occupied,985000,123,1,1,1,1,1,1,757000,81000,384000,219000,5000,3730,HO6,2,71100,0,1,10200,8800,18,1,0,0
CLM00515,POL00515,CUS00515,2024-11-29,2024-12-04,Wind,0,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,44,12,Tile,Masonry,3505,Owner Occupied,988000,179,1,1,1,1,1,1,761000,82000,430000,194000,10000,2400,HO6,0,0,1,0,25900,50100,17,1,0,0
CLM00516,POL00516,CUS00516,2024-09-27,2024-09-27,Hail,1,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,7,7,Metal,Reinforced Concrete,3831,Owner Occupied,238000,91,1,0,1,1,1,1,188000,0,115000,35000,2000,3570,HO3,0,0,0,0,50800,47500,15,1,0,0
CLM00517,POL00517,CUS00517,2022-12-10,2022-12-18,Theft,0,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,12,12,Flat/TPO,Concrete Block,2699,Tenant Occupied,1197000,115,1,1,1,1,1,1,971000,90000,675000,280000,2000,6920,HO3,1,35600,1,0,6800,5900,14,1,0,0
CLM00518,POL00518,CUS00518,2024-08-10,2024-08-17,Water,0,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,73,6,Asphalt Shingle,Masonry,3613,Owner Occupied,834000,181,1,1,1,1,1,1,721000,83000,488000,165000,2000,9090,HO5,1,22100,0,0,71300,33000,5,1,1,1
CLM00519,POL00519,CUS00519,2025-03-26,2025-04-01,Wind,0,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,66,13,Metal,Masonry Veneer,4388,Tenant Occupied,562000,21,1,1,1,1,1,1,576000,85000,325000,172000,1500,1800,HO6,2,97700,1,1,105500,48500,5,1,0,1
CLM00520,POL00520,CUS00520,2023-11-20,2023-11-25,Water,0,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,29,29,Concrete Tile,Reinforced Concrete,3715,Secondary Residence,406000,140,1,1,1,1,1,1,394000,36000,180000,110000,10000,3140,HO3,1,42100,2,0,20300,23400,3,1,0,0
CLM00521,POL00521,CUS00521,2024-07-03,2024-07-24,Theft,0,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,63,7,Asphalt Shingle,Reinforced Concrete,1784,Owner Occupied,272000,129,1,1,1,1,1,1,252000,32000,135000,50000,2000,2070,HO3,4,325800,0,1,30200,30300,7,1,0,0
CLM00522,POL00522,CUS00522,2024-10-09,2024-10-09,Hurricane,1,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,10,10,Tile,Masonry,2325,Owner Occupied,330000,145,1,1,1,1,0,0,248000,25000,137000,71000,2000,5430,DP3,3,188500,3,0,123800,117000,13,1,0,0
CLM00523,POL00523,CUS00523,2024-10-09,2024-10-13,Hail,1,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,44,30,Asphalt Shingle,Masonry,2631,Owner Occupied,1156000,117,1,1,1,1,1,1,1051000,112000,498000,281000,2500,3260,HO3,1,104200,1,0,46400,43500,2,1,1,1
CLM00524,POL00524,CUS00524,2025-04-27,2025-05-02,Hurricane,0,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,51,9,Flat/TPO,Masonry Veneer,3338,Secondary Residence,905000,17,1,1,1,1,1,1,721000,93000,336000,110000,1000,7120,HO5,1,57500,1,0,102800,83900,18,1,0,0
CLM00525,POL00525,CUS00525,2025-02-22,2025-02-27,Hail,0,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,40,6,Tile,Concrete Block,3797,Owner Occupied,1385000,165,1,0,1,1,1,1,1293000,0,753000,260000,10000,2400,HO3,1,19700,2,1,34000,37800,16,1,0,0
CLM00526,POL00526,CUS00526,2024-02-02,2024-02-03,Water,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,10,5,Flat/TPO,Masonry Veneer,836,Tenant Occupied,511000,171,1,1,1,1,1,1,485000,47000,280000,85000,1000,7080,HO3,0,0,0,0,11500,13100,4,1,0,0
CLM00527,POL00527,CUS00527,2022-07-28,2022-08-02,Theft,0,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,60,21,Tile,Masonry Veneer,824,Owner Occupied,956000,151,1,1,1,1,1,1,923000,75000,482000,229000,1000,8920,HO3,0,0,0,0,16600,13700,7,1,0,0
CLM00528,POL00528,CUS00528,2022-01-18,2022-01-22,Hurricane,0,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,31,23,Concrete Tile,Frame,2207,Owner Occupied,455000,89,1,1,1,1,1,1,353000,29000,226000,86000,2500,7430,HO3,1,18200,2,1,86100,72300,13,1,0,0
CLM00529,POL00529,CUS00529,2022-07-29,2022-08-02,Theft,0,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,3,3,Tile,Masonry Veneer,4164,Tenant Occupied,863000,106,1,1,1,1,0,1,697000,83000,370000,194000,5000,5040,DP3,0,0,1,0,8900,7800,3,1,0,0
CLM00530,POL00530,CUS00530,2024-01-17,2024-01-19,Fire,0,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,30,11,Metal,Frame,2924,Secondary Residence,1213000,125,1,1,1,1,1,1,928000,133000,440000,171000,2500,2580,HO3,2,119500,1,1,42600,45800,14,1,0,0
CLM00531,POL00531,CUS00531,2022-09-24,2022-09-29,Freeze,0,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,17,5,Flat/TPO,Frame,2596,Owner Occupied,1363000,14,1,1,1,1,1,1,1017000,108000,500000,224000,7500,9590,HO3,0,0,0,0,20900,20300,10,1,0,0
CLM00532,POL00532,CUS00532,2025-12-12,2026-01-10,Hurricane,0,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,38,8,Metal,Concrete Block,3141,Owner Occupied,387000,41,1,0,1,1,1,1,366000,0,250000,79000,1500,6490,HO3,0,0,0,0,131500,112600,1,1,0,0
CLM00533,POL00533,CUS00533,2025-11-07,2025-11-07,Vandalism,0,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,5,2,Flat/TPO,Masonry,3716,Owner Occupied,1099000,157,1,1,1,1,1,1,975000,117000,487000,269000,10000,3890,HO3,1,89300,1,0,15000,15300,14,1,0,0
CLM00534,POL00534,CUS00534,2025-05-25,2025-06-13,Wind,0,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,68,4,Flat/TPO,Concrete Block,895,Owner Occupied,1066000,174,1,1,1,1,1,1,949000,115000,531000,241000,1500,7690,HO5,1,21200,0,0,30600,35700,4,1,0,0
CLM00535,POL00535,CUS00535,2024-10-09,2024-10-14,Hurricane,1,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,23,23,Asphalt Shingle,Masonry,4036,Owner Occupied,937000,73,1,1,1,1,1,1,754000,78000,518000,141000,7500,7460,HO5,3,182500,0,1,41500,33300,17,1,0,0
CLM00536,POL00536,CUS00536,2025-03-18,2025-03-22,Wind,0,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,7,5,Asphalt Shingle,Concrete Block,1741,Owner Occupied,967000,154,1,1,1,1,1,1,722000,78000,373000,112000,7500,5650,HO3,0,0,0,0,23200,24000,12,1,0,0
CLM00537,POL00537,CUS00537,2023-10-07,2023-10-08,Wind,0,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,22,22,Tile,Frame,937,Secondary Residence,799000,131,1,1,1,1,1,1,625000,82000,329000,153000,2500,8720,HO3,0,0,0,0,12200,15000,1,1,1,0
CLM00538,POL00538,CUS00538,2025-03-20,2025-03-27,Wind,0,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,74,28,Metal,Masonry,3289,Owner Occupied,1377000,77,1,1,1,1,1,1,1268000,183000,612000,231000,10000,8380,HO5,3,192000,1,1,11100,12200,11,1,0,0
CLM00539,POL00539,CUS00539,2024-02-25,2024-02-25,Hurricane,0,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,64,31,Tile,Reinforced Concrete,3233,Owner Occupied,548000,157,1,1,1,1,1,1,519000,73000,333000,121000,2000,6190,HO3,1,13100,2,0,15800,13900,7,1,0,0
CLM00540,POL00540,CUS00540,2025-05-05,2025-05-09,Hurricane,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,52,25,Concrete Tile,Masonry,3023,Owner Occupied,1409000,129,1,1,1,1,1,1,1105000,95000,712000,276000,7500,2470,HO3,1,83400,0,0,91300,82900,2,1,0,0
CLM00541,POL00541,CUS00541,2025-10-15,2025-11-13,Wind,0,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,32,10,Concrete Tile,Frame,3624,Tenant Occupied,563000,186,1,1,1,1,1,1,578000,85000,401000,169000,5000,7820,HO3,1,113700,2,0,10100,12500,10,1,0,1
CLM00542,POL00542,CUS00542,2022-09-17,2022-09-22,Water,0,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,51,8,Tile,Reinforced Concrete,1456,Owner Occupied,1282000,121,1,1,1,1,1,1,1298000,116000,750000,317000,10000,4040,HO3,0,0,2,0,39200,39800,13,1,0,0
CLM00543,POL00543,CUS00543,2024-10-09,2024-10-13,Hail,1,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,13,4,Metal,Masonry Veneer,1946,Owner Occupied,1156000,75,1,1,1,1,1,1,1001000,145000,698000,180000,2500,9750,HO3,1,81100,1,0,23100,22000,12,1,0,0
CLM00544,POL00544,CUS00544,2025-04-10,2025-04-14,Fire,0,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,41,4,Asphalt Shingle,Frame,1077,Owner Occupied,1099000,74,1,1,1,1,1,1,1096000,131000,620000,205000,2000,7200,HO5,1,21100,1,2,44900,98700,15,1,0,0
CLM00545,POL00545,CUS00545,2022-02-18,2022-02-26,Theft,0,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,62,9,Asphalt Shingle,Reinforced Concrete,1119,Owner Occupied,1265000,70,1,1,1,1,1,1,1219000,133000,626000,244000,1500,7970,HO3,0,0,0,0,23600,27000,3,1,0,0
CLM00546,POL00546,CUS00546,2022-09-08,2022-09-11,Freeze,0,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,58,16,Metal,Concrete Block,3020,Owner Occupied,1144000,44,1,1,1,1,1,1,1058000,116000,652000,177000,2500,8110,HO6,1,41300,1,0,6600,8000,4,1,0,0
CLM00547,POL00547,CUS00547,2024-10-09,2024-10-12,Hail,1,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,49,9,Flat/TPO,Masonry,3614,Owner Occupied,391000,22,1,1,1,1,1,1,287000,25000,174000,52000,5000,9140,HO6,1,20600,0,0,10200,9300,8,1,0,0
CLM00548,POL00548,CUS00548,2022-11-02,2022-12-15,Hurricane,0,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,13,13,Concrete Tile,Reinforced Concrete,2788,Owner Occupied,1381000,99,1,1,1,1,1,1,1405000,147000,758000,289000,10000,4570,HO3,0,0,0,0,13000,40100,13,1,0,0
CLM00549,POL00549,CUS00549,2025-09-13,2025-09-20,Water,0,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,11,11,Flat/TPO,Concrete Block,2375,Owner Occupied,1177000,8,1,1,1,1,1,1,948000,141000,566000,197000,2500,4900,HO3,1,17600,0,0,31200,38600,9,1,0,0
CLM00550,POL00550,CUS00550,2022-09-28,2022-09-29,Wind,1,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,30,5,Flat/TPO,Reinforced Concrete,2349,Owner Occupied,477000,75,1,1,1,1,1,1,440000,45000,206000,77000,1000,2530,HO6,1,105600,1,0,57900,52400,17,1,0,0
CLM00551,POL00551,CUS00551,2023-02-20,2023-02-24,Water,0,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,37,20,Flat/TPO,Masonry Veneer,804,Owner Occupied,1249000,123,1,1,1,1,0,1,963000,139000,445000,253000,2000,8060,DP3,2,221100,1,1,23600,24500,15,1,0,0
CLM00552,POL00552,CUS00552,2022-12-31,2022-12-31,Vandalism,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,50,8,Metal,Masonry Veneer,2262,Owner Occupied,608000,102,1,1,1,1,1,1,488000,67000,288000,119000,2500,4500,HO3,2,46600,1,0,12100,11000,16,1,0,0
CLM00553,POL00553,CUS00553,2023-05-31,2023-06-03,Theft,0,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,3,3,Flat/TPO,Frame,2701,Owner Occupied,971000,98,1,1,1,1,1,1,856000,96000,559000,219000,1500,6760,HO3,2,100100,2,0,6900,6600,1,1,0,0
CLM00554,POL00554,CUS00554,2024-10-08,2024-10-16,Wind,1,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,54,10,Flat/TPO,Reinforced Concrete,2574,Owner Occupied,1392000,66,1,1,1,1,1,0,1189000,156000,559000,282000,1000,2600,DP3,0,0,0,0,30100,36800,10,1,0,0
CLM00555,POL00555,CUS00555,2024-04-21,2024-04-24,Theft,0,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,37,9,Tile,Masonry Veneer,3432,Owner Occupied,1397000,82,1,1,1,1,1,1,1348000,157000,771000,316000,10000,4750,HO3,2,158900,2,0,4300,5200,11,1,0,0
CLM00556,POL00556,CUS00556,2023-12-10,2023-12-16,Wind,0,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,44,12,Asphalt Shingle,Frame,2796,Owner Occupied,999000,37,1,1,1,1,1,1,965000,123000,536000,254000,7500,4270,HO5,2,103700,2,1,29300,29900,1,1,1,0
CLM00557,POL00557,CUS00557,2025-03-12,2025-04-14,Water,0,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,23,1,Flat/TPO,Reinforced Concrete,1690,Owner Occupied,430000,189,1,1,1,1,1,1,328000,46000,173000,83000,10000,7930,HO3,3,195900,1,0,10700,11400,7,1,0,0
CLM00558,POL00558,CUS00558,2024-01-10,2024-02-21,Theft,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,24,11,Asphalt Shingle,Frame,4001,Owner Occupied,1328000,182,1,0,1,1,1,1,1364000,0,753000,391000,2500,5440,HO6,4,171400,2,0,17600,15400,2,1,0,1
CLM00559,POL00559,CUS00559,2024-10-09,2024-10-14,Hail,1,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,14,1,Flat/TPO,Reinforced Concrete,1967,Secondary Residence,1436000,158,1,1,1,1,1,1,1478000,215000,790000,346000,7500,4980,HO5,2,123800,0,0,15400,14100,16,1,0,0
CLM00560,POL00560,CUS00560,2025-03-19,2025-03-21,Water,0,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,20,10,Metal,Masonry,3254,Owner Occupied,1107000,32,1,1,1,1,1,1,834000,85000,474000,136000,10000,8230,HO3,1,22300,1,0,41400,42400,17,1,0,0
CLM00561,POL00561,CUS00561,2022-01-16,2022-01-23,Water,0,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,28,7,Asphalt Shingle,Concrete Block,1170,Owner Occupied,678000,156,1,1,1,1,1,1,671000,56000,372000,133000,1500,6120,HO3,0,0,0,0,27200,22200,1,1,0,0
CLM00562,POL00562,CUS00562,2022-05-30,2022-06-05,Freeze,0,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,62,18,Tile,Frame,2178,Owner Occupied,1027000,188,1,1,1,1,1,1,795000,114000,411000,201000,2500,6330,HO6,3,151000,1,0,33800,39000,6,1,0,0
CLM00563,POL00563,CUS00563,2022-12-30,2022-12-31,Hurricane,0,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,23,15,Asphalt Shingle,Concrete Block,2473,Owner Occupied,352000,110,1,1,1,1,1,1,281000,32000,155000,61000,7500,3050,HO6,0,0,0,0,104000,109400,6,1,0,0
CLM00564,POL00564,CUS00564,2024-07-04,2024-07-11,Theft,0,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,59,1,Asphalt Shingle,Masonry Veneer,1182,Owner Occupied,282000,93,1,1,1,1,1,1,282000,35000,191000,65000,10000,3150,HO3,2,68400,1,0,11900,10600,16,1,0,0
CLM00565,POL00565,CUS00565,2024-03-06,2024-03-07,Water,0,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,18,5,Concrete Tile,Concrete Block,1028,Secondary Residence,312000,35,1,0,1,1,1,1,260000,0,118000,67000,2500,9310,HO3,1,33900,0,0,3000,6000,3,1,0,0
CLM00566,POL00566,CUS00566,2025-06-25,2025-07-13,Water,0,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,22,22,Flat/TPO,Reinforced Concrete,1428,Owner Occupied,982000,165,1,1,1,1,1,1,738000,107000,367000,144000,2500,4920,HO6,0,0,1,1,32000,30500,12,1,0,1
CLM00567,POL00567,CUS00567,2024-10-09,2024-10-14,Hurricane,1,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,66,24,Tile,Concrete Block,1211,Owner Occupied,1303000,92,1,1,1,1,1,1,966000,122000,471000,188000,7500,8990,HO5,0,0,0,0,90100,77500,12,1,0,0
CLM00568,POL00568,CUS00568,2024-09-20,2024-09-29,Wind,0,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,4,4,Asphalt Shingle,Reinforced Concrete,3532,Owner Occupied,986000,152,1,1,1,1,1,1,749000,96000,427000,208000,2000,5780,HO6,2,142300,1,0,53900,49600,13,1,0,0
CLM00569,POL00569,CUS00569,2023-05-21,2023-05-23,Hail,0,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,10,10,Asphalt Shingle,Masonry,1283,Owner Occupied,1174000,176,1,1,1,1,1,0,899000,133000,496000,158000,10000,8110,DP3,2,190700,2,1,32800,32800,12,1,0,1
CLM00570,POL00570,CUS00570,2023-05-26,2023-05-28,Water,0,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,14,6,Concrete Tile,Masonry Veneer,1231,Owner Occupied,1222000,65,1,1,1,1,1,1,1033000,133000,703000,248000,2500,2630,HO6,0,0,0,0,23700,43500,6,1,0,0
CLM00571,POL00571,CUS00571,2022-04-29,2022-05-02,Water,0,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,24,24,Asphalt Shingle,Masonry Veneer,2663,Tenant Occupied,696000,182,1,1,1,1,1,1,620000,81000,390000,180000,7500,4940,HO3,1,16200,2,0,47200,20900,7,1,0,0
CLM00572,POL00572,CUS00572,2025-05-26,2025-05-27,Hurricane,0,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,30,25,Concrete Tile,Frame,864,Owner Occupied,1135000,183,1,0,1,1,1,1,957000,0,495000,219000,2000,6080,HO3,0,0,0,0,53200,46900,11,1,0,0
CLM00573,POL00573,CUS00573,2022-04-28,2022-04-29,Freeze,0,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,27,13,Concrete Tile,Masonry Veneer,2107,Owner Occupied,762000,115,1,1,1,1,1,1,550000,79000,354000,113000,5000,4040,HO5,2,124000,0,1,4700,5800,12,1,0,0
CLM00574,POL00574,CUS00574,2022-07-08,2022-07-09,Wind,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,24,15,Metal,Concrete Block,2091,Secondary Residence,686000,38,1,1,1,1,1,1,664000,86000,388000,101000,2000,4950,HO5,0,0,1,0,52100,48400,9,1,0,0
CLM00575,POL00575,CUS00575,2022-11-13,2022-11-21,Hail,0,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,52,15,Flat/TPO,Frame,942,Owner Occupied,753000,77,1,1,1,1,1,1,707000,91000,448000,210000,2500,3390,HO6,0,0,0,1,45900,37700,12,1,1,0
CLM00576,POL00576,CUS00576,2023-12-06,2023-12-11,Fire,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,9,9,Metal,Frame,1269,Owner Occupied,487000,100,1,1,1,1,1,1,357000,52000,244000,54000,10000,2990,HO5,3,108500,2,2,164300,179400,1,1,0,0
