policy_id,customer_id,policy_effective_date,policy_expiration_date,policy_form,policy_status,annual_premium,deductible,wind_hail_deductible,hurricane_deductible,coverage_a_dwelling_flag,coverage_a_limit,coverage_b_other_structures_flag,coverage_b_limit,coverage_c_personal_property_flag,coverage_c_limit,coverage_d_loss_of_use_flag,coverage_d_limit,coverage_e_liability_flag,coverage_e_limit,coverage_f_medical_payments_flag,coverage_f_limit,first_line_of_address,county,state,zip_code,latitude,longitude,occupancy_type,property_value,property_age,roof_age,roof_material,construction_type,square_footage
POL00520,CUS00520,2012-03-21,2024-01-28,HO3,Active,3140,10000,5000,19700,1,394000,1,36000,1,180000,1,110000,1,100000,1,5000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Secondary Residence,406000,29,29,Concrete Tile,Reinforced Concrete,3715
POL00521,CUS00521,2013-10-03,2024-09-02,HO3,Active,2070,2000,10000,12600,1,252000,1,32000,1,135000,1,50000,1,500000,1,2500,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,272000,63,7,Asphalt Shingle,Reinforced Concrete,1784
POL00522,CUS00522,2012-09-09,2025-04-05,DP3,Active,5430,2000,7500,5000,1,248000,1,25000,1,137000,1,71000,0,0,0,0,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,Owner Occupied,330000,10,10,Tile,Masonry,2325
POL00523,CUS00523,2015-01-09,2025-04-18,HO3,Active,3260,2500,10000,31500,1,1051000,1,112000,1,498000,1,281000,1,300000,1,10000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,1156000,44,30,Asphalt Shingle,Masonry,2631
POL00524,CUS00524,2023-11-27,2026-03-12,HO5,Active,7120,1000,2500,36000,1,721000,1,93000,1,336000,1,110000,1,500000,1,1000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Secondary Residence,905000,51,9,Flat/TPO,Masonry Veneer,3338
POL00525,CUS00525,2011-05-25,2025-04-13,HO3,Active,2400,10000,7500,64600,1,1293000,0,0,1,753000,1,260000,1,100000,1,5000,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Owner Occupied,1385000,40,6,Tile,Concrete Block,3797
POL00526,CUS00526,2009-11-02,2024-06-08,HO3,Active,7080,1000,5000,9700,1,485000,1,47000,1,280000,1,85000,1,500000,1,1000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Tenant Occupied,511000,10,5,Flat/TPO,Masonry Veneer,836
POL00527,CUS00527,2009-12-27,2023-05-06,HO3,Active,8920,1000,10000,46200,1,923000,1,75000,1,482000,1,229000,1,300000,1,1000,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,Owner Occupied,956000,60,21,Tile,Masonry Veneer,824
POL00528,CUS00528,2014-08-19,2022-11-28,HO3,Active,7430,2500,7500,10600,1,353000,1,29000,1,226000,1,86000,1,300000,1,2500,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,455000,31,23,Concrete Tile,Frame,2207
POL00529,CUS00529,2013-09-28,2023-04-02,DP3,Active,5040,5000,5000,13900,1,697000,1,83000,1,370000,1,194000,0,0,1,2500,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,Tenant Occupied,863000,3,3,Tile,Masonry Veneer,4164
POL00530,CUS00530,2013-08-17,2024-12-05,HO3,Active,2580,2500,5000,27800,1,928000,1,133000,1,440000,1,171000,1,300000,1,2500,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Secondary Residence,1213000,30,11,Metal,Frame,2924
POL00531,CUS00531,2021-07-25,2023-01-17,HO3,Active,9590,7500,5000,50800,1,1017000,1,108000,1,500000,1,224000,1,300000,1,5000,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,Owner Occupied,1363000,17,5,Flat/TPO,Frame,2596
POL00532,CUS00532,2022-07-13,2026-04-01,HO3,Active,6490,1500,5000,18300,1,366000,0,0,1,250000,1,79000,1,100000,1,5000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Owner Occupied,387000,38,8,Metal,Concrete Block,3141
POL00533,CUS00533,2012-10-07,2026-10-02,HO3,Active,3890,10000,10000,29200,1,975000,1,117000,1,487000,1,269000,1,500000,1,5000,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,Owner Occupied,1099000,5,2,Flat/TPO,Masonry,3716
POL00534,CUS00534,2010-11-24,2026-05-11,HO5,Active,7690,1500,2500,19000,1,949000,1,115000,1,531000,1,241000,1,300000,1,5000,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Owner Occupied,1066000,68,4,Flat/TPO,Concrete Block,895
POL00535,CUS00535,2018-09-09,2025-10-08,HO5,Active,7460,7500,5000,22600,1,754000,1,78000,1,518000,1,141000,1,300000,1,1000,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,Owner Occupied,937000,23,23,Asphalt Shingle,Masonry,4036
POL00536,CUS00536,2012-05-18,2025-12-15,HO3,Active,5650,7500,5000,21700,1,722000,1,78000,1,373000,1,112000,1,100000,1,5000,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Owner Occupied,967000,7,5,Asphalt Shingle,Concrete Block,1741
POL00537,CUS00537,2012-11-06,2023-12-12,HO3,Active,8720,2500,2500,18800,1,625000,1,82000,1,329000,1,153000,1,300000,1,5000,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Secondary Residence,799000,22,22,Tile,Frame,937
POL00538,CUS00538,2018-10-20,2025-12-20,HO5,Active,8380,10000,7500,63400,1,1268000,1,183000,1,612000,1,231000,1,500000,1,5000,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,Owner Occupied,1377000,74,28,Metal,Masonry,3289
POL00539,CUS00539,2011-01-25,2025-01-08,HO3,Active,6190,2000,5000,15600,1,519000,1,73000,1,333000,1,121000,1,300000,1,5000,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,Owner Occupied,548000,64,31,Tile,Reinforced Concrete,3233
POL00540,CUS00540,2014-08-05,2025-09-06,HO3,Active,2470,7500,5000,33200,1,1105000,1,95000,1,712000,1,276000,1,100000,1,10000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Owner Occupied,1409000,52,25,Concrete Tile,Masonry,3023
POL00541,CUS00541,2010-04-16,2026-07-18,HO3,Active,7820,5000,2500,28900,1,578000,1,85000,1,401000,1,169000,1,300000,1,1000,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,Tenant Occupied,563000,32,10,Concrete Tile,Frame,3624
POL00542,CUS00542,2012-08-17,2023-01-24,HO3,Active,4040,10000,2500,38900,1,1298000,1,116000,1,750000,1,317000,1,500000,1,5000,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,Owner Occupied,1282000,51,8,Tile,Reinforced Concrete,1456
POL00543,CUS00543,2018-07-10,2025-08-31,HO3,Active,9750,2500,2500,20000,1,1001000,1,145000,1,698000,1,180000,1,100000,1,5000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Owner Occupied,1156000,13,4,Metal,Masonry Veneer,1946
POL00544,CUS00544,2019-02-09,2025-05-24,HO5,Active,7200,2000,2500,21900,1,1096000,1,131000,1,620000,1,205000,1,500000,1,1000,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,Owner Occupied,1099000,41,4,Asphalt Shingle,Frame,1077
POL00545,CUS00545,2016-04-20,2022-11-03,HO3,Active,7970,1500,2500,24400,1,1219000,1,133000,1,626000,1,244000,1,500000,1,5000,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,1265000,62,9,Asphalt Shingle,Reinforced Concrete,1119
POL00546,CUS00546,2019-01-08,2023-07-11,HO6,Active,8110,2500,10000,31700,1,1058000,1,116000,1,652000,1,177000,1,100000,1,5000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,1144000,58,16,Metal,Concrete Block,3020
POL00547,CUS00547,2022-12-10,2025-03-24,HO6,Active,9140,5000,5000,5700,1,287000,1,25000,1,174000,1,52000,1,100000,1,5000,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Owner Occupied,391000,49,9,Flat/TPO,Masonry,3614
POL00548,CUS00548,2014-08-03,2023-10-18,HO3,Active,4570,10000,7500,42200,1,1405000,1,147000,1,758000,1,289000,1,300000,1,1000,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,1381000,13,13,Concrete Tile,Reinforced Concrete,2788
POL00549,CUS00549,2025-01-13,2026-07-30,HO3,Active,4900,2500,7500,47400,1,948000,1,141000,1,566000,1,197000,1,500000,1,2500,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,1177000,11,11,Flat/TPO,Concrete Block,2375
POL00550,CUS00550,2016-06-28,2023-03-22,HO6,Active,2530,1000,2500,8800,1,440000,1,45000,1,206000,1,77000,1,100000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,477000,30,5,Flat/TPO,Reinforced Concrete,2349
POL00551,CUS00551,2012-11-20,2024-02-16,DP3,Active,8060,2000,2000,19300,1,963000,1,139000,1,445000,1,253000,0,0,1,5000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,1249000,37,20,Flat/TPO,Masonry Veneer,804
POL00552,CUS00552,2014-07-02,2023-03-05,HO3,Active,4500,2500,10000,9800,1,488000,1,67000,1,288000,1,119000,1,500000,1,5000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Owner Occupied,608000,50,8,Metal,Masonry Veneer,2262
POL00553,CUS00553,2015-03-31,2024-02-26,HO3,Active,6760,1500,1500,42800,1,856000,1,96000,1,559000,1,219000,1,100000,1,1000,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,Owner Occupied,971000,3,3,Flat/TPO,Frame,2701
POL00554,CUS00554,2019-04-09,2025-07-03,DP3,Active,2600,1000,7500,23800,1,1189000,1,156000,1,559000,1,282000,1,100000,0,0,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,Owner Occupied,1392000,54,10,Flat/TPO,Reinforced Concrete,2574
POL00555,CUS00555,2017-06-21,2024-06-15,HO3,Active,4750,10000,5000,67400,1,1348000,1,157000,1,771000,1,316000,1,100000,1,5000,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,1397000,37,9,Tile,Masonry Veneer,3432
POL00556,CUS00556,2020-11-09,2024-03-09,HO5,Active,4270,7500,7500,19300,1,965000,1,123000,1,536000,1,254000,1,500000,1,1000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,999000,44,12,Asphalt Shingle,Frame,2796
POL00557,CUS00557,2009-06-11,2026-01-04,HO3,Active,7930,10000,10000,9800,1,328000,1,46000,1,173000,1,83000,1,100000,1,1000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,430000,23,1,Flat/TPO,Reinforced Concrete,1690
POL00558,CUS00558,2008-11-09,2024-11-20,HO6,Active,5440,2500,10000,40900,1,1364000,0,0,1,753000,1,391000,1,300000,1,5000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,1328000,24,11,Asphalt Shingle,Frame,4001
POL00559,CUS00559,2011-08-10,2025-04-11,HO5,Active,4980,7500,7500,29600,1,1478000,1,215000,1,790000,1,346000,1,300000,1,5000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Secondary Residence,1436000,14,1,Flat/TPO,Reinforced Concrete,1967
POL00560,CUS00560,2022-07-19,2025-12-26,HO3,Active,8230,10000,2500,25000,1,834000,1,85000,1,474000,1,136000,1,300000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,1107000,20,10,Metal,Masonry,3254
POL00561,CUS00561,2009-01-16,2022-11-01,HO3,Active,6120,1500,1500,13400,1,671000,1,56000,1,372000,1,133000,1,300000,1,2500,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,678000,28,7,Asphalt Shingle,Concrete Block,1170
POL00562,CUS00562,2006-09-29,2022-09-02,HO6,Active,6330,2500,2500,39800,1,795000,1,114000,1,411000,1,201000,1,100000,1,2500,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,1027000,62,18,Tile,Frame,2178
POL00563,CUS00563,2013-10-30,2023-02-02,HO6,Active,3050,7500,5000,14000,1,281000,1,32000,1,155000,1,61000,1,500000,1,1000,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,Owner Occupied,352000,23,15,Asphalt Shingle,Concrete Block,2473
POL00564,CUS00564,2016-10-04,2025-04-30,HO3,Active,3150,10000,5000,14100,1,282000,1,35000,1,191000,1,65000,1,300000,1,1000,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,Owner Occupied,282000,59,1,Asphalt Shingle,Masonry Veneer,1182
POL00565,CUS00565,2021-04-06,2024-04-20,HO3,Active,9310,2500,2500,7800,1,260000,0,0,1,118000,1,67000,1,100000,1,10000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Secondary Residence,312000,18,5,Concrete Tile,Concrete Block,1028
POL00566,CUS00566,2011-09-25,2026-06-08,HO6,Active,4920,2500,7500,22100,1,738000,1,107000,1,367000,1,144000,1,300000,1,5000,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,Owner Occupied,982000,22,22,Flat/TPO,Reinforced Concrete,1428
POL00567,CUS00567,2017-02-08,2025-08-03,HO5,Active,8990,7500,2500,48300,1,966000,1,122000,1,471000,1,188000,1,300000,1,10000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Owner Occupied,1303000,66,24,Tile,Concrete Block,1211
POL00568,CUS00568,2012-01-21,2025-03-29,HO6,Active,5780,2000,5000,15000,1,749000,1,96000,1,427000,1,208000,1,500000,1,5000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,986000,4,4,Asphalt Shingle,Reinforced Concrete,3532
POL00569,CUS00569,2008-09-19,2024-03-17,DP3,Active,8110,10000,10000,45000,1,899000,1,133000,1,496000,1,158000,1,100000,0,0,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,Owner Occupied,1174000,10,10,Asphalt Shingle,Masonry,1283
POL00570,CUS00570,2017-12-25,2023-09-17,HO6,Active,2630,2500,5000,51600,1,1033000,1,133000,1,703000,1,248000,1,100000,1,5000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,1222000,14,6,Concrete Tile,Masonry Veneer,1231
POL00571,CUS00571,2007-02-27,2022-11-12,HO3,Active,4940,7500,5000,18600,1,620000,1,81000,1,390000,1,180000,1,500000,1,2500,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Tenant Occupied,696000,24,24,Asphalt Shingle,Masonry Veneer,2663
POL00572,CUS00572,2010-02-24,2026-01-05,HO3,Active,6080,2000,5000,19100,1,957000,0,0,1,495000,1,219000,1,100000,1,5000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,1135000,30,25,Concrete Tile,Frame,864
POL00573,CUS00573,2012-09-27,2022-06-16,HO5,Active,4040,5000,10000,11000,1,550000,1,79000,1,354000,1,113000,1,300000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,762000,27,13,Concrete Tile,Masonry Veneer,2107
POL00574,CUS00574,2019-05-09,2022-12-18,HO5,Active,4950,2000,7500,33200,1,664000,1,86000,1,388000,1,101000,1,500000,1,1000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Secondary Residence,686000,24,15,Metal,Concrete Block,2091
POL00575,CUS00575,2016-06-14,2023-10-19,HO6,Active,3390,2500,2500,35400,1,707000,1,91000,1,448000,1,210000,1,100000,1,10000,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,Owner Occupied,753000,52,15,Flat/TPO,Frame,942
POL00576,CUS00576,2015-08-06,2024-07-27,HO5,Active,2990,10000,5000,17800,1,357000,1,52000,1,244000,1,54000,1,500000,1,2500,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,487000,9,9,Metal,Frame,1269
POL00577,CUS00577,2014-10-24,2025-05-29,HO3,Active,3290,2000,2000,33300,1,666000,1,59000,1,334000,1,144000,1,100000,1,5000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Secondary Residence,810000,42,14,Concrete Tile,Masonry,3684
POL00578,CUS00578,2012-11-24,2026-01-11,HO3,Active,6120,5000,10000,47500,1,950000,1,137000,1,649000,1,217000,1,300000,1,10000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Tenant Occupied,949000,49,7,Flat/TPO,Concrete Block,4070
POL00579,CUS00579,2011-04-11,2025-09-16,HO5,Active,9310,1000,1000,29000,1,966000,1,85000,1,495000,1,152000,1,500000,1,10000,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,Tenant Occupied,973000,31,30,Tile,Reinforced Concrete,1081
POL00580,CUS00580,2020-12-22,2025-07-17,HO5,Active,3010,10000,7500,28100,1,1406000,1,158000,1,933000,1,354000,1,500000,1,5000,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Owner Occupied,1421000,24,15,Tile,Frame,879
POL00581,CUS00581,2012-02-18,2022-05-20,HO6,Active,5520,1500,10000,9800,1,327000,1,43000,1,166000,1,71000,1,300000,1,5000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Secondary Residence,378000,36,23,Flat/TPO,Reinforced Concrete,1003
POL00582,CUS00582,2008-05-05,2024-01-27,HO3,Active,4320,2500,5000,63800,1,1276000,1,124000,1,804000,1,195000,1,300000,1,1000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,1323000,71,19,Metal,Masonry Veneer,2386
POL00583,CUS00583,2016-07-29,2024-02-12,HO6,Active,6820,1500,1500,15100,1,753000,1,112000,1,423000,1,118000,1,100000,1,5000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,819000,74,15,Flat/TPO,Masonry,1465
POL00584,CUS00584,2009-05-28,2023-08-14,HO6,Active,5790,7500,7500,8700,1,174000,1,14000,1,78000,1,42000,1,300000,1,2500,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Secondary Residence,234000,46,1,Asphalt Shingle,Frame,3929
POL00585,CUS00585,2008-12-08,2024-01-15,HO6,Active,3230,5000,5000,11800,1,588000,1,81000,1,322000,1,159000,1,100000,1,2500,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,609000,22,22,Metal,Masonry Veneer,4148
POL00586,CUS00586,2017-12-29,2024-12-02,HO6,Active,4930,2500,5000,9800,1,328000,1,29000,1,191000,1,85000,1,500000,1,5000,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Owner Occupied,442000,34,10,Tile,Reinforced Concrete,3900
POL00587,CUS00587,2012-10-01,2024-03-19,HO3,Active,7370,2000,2500,14500,1,290000,1,27000,1,199000,1,53000,1,100000,1,1000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,365000,24,24,Tile,Reinforced Concrete,1929
POL00588,CUS00588,2011-07-23,2022-12-13,HO6,Active,7010,2000,10000,22300,1,1116000,1,144000,1,586000,1,329000,1,500000,1,10000,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,Owner Occupied,1328000,58,15,Concrete Tile,Frame,2888
POL00589,CUS00589,2018-05-23,2025-05-19,HO3,Active,8460,5000,2500,55200,1,1104000,1,125000,1,593000,1,259000,1,300000,1,1000,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,Owner Occupied,1166000,34,10,Tile,Reinforced Concrete,4142
POL00590,CUS00590,2022-10-18,2024-01-08,HO5,Active,9170,5000,10000,11600,1,582000,1,51000,1,383000,1,112000,1,500000,1,10000,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,Tenant Occupied,629000,41,11,Metal,Masonry Veneer,1197
POL00591,CUS00591,2011-01-27,2022-11-15,HO5,Active,3490,1000,2500,36100,1,1204000,1,161000,1,716000,1,223000,1,300000,1,10000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Secondary Residence,1308000,25,6,Tile,Reinforced Concrete,2811
POL00592,CUS00592,2007-07-02,2022-08-13,HO3,Active,4070,5000,10000,20900,1,1046000,1,123000,1,703000,1,188000,1,100000,1,1000,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,1400000,63,28,Metal,Masonry Veneer,3203
POL00593,CUS00593,2022-08-05,2026-01-24,HO3,Active,3030,10000,7500,16200,1,540000,0,0,1,352000,1,105000,1,500000,1,10000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,570000,53,5,Metal,Masonry,3991
POL00594,CUS00594,2018-04-02,2026-09-19,HO3,Active,5080,10000,5000,5100,1,169000,1,14000,1,77000,1,41000,1,300000,1,5000,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,Owner Occupied,223000,7,7,Concrete Tile,Frame,2591
POL00595,CUS00595,2018-08-07,2023-08-12,DP3,Active,6430,7500,5000,8100,1,405000,1,60000,1,211000,1,84000,0,0,0,0,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Secondary Residence,463000,18,18,Metal,Concrete Block,3407
POL00596,CUS00596,2009-05-19,2024-09-16,HO3,Active,2350,1000,2500,14000,1,700000,0,0,1,344000,1,170000,1,500000,1,1000,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,Owner Occupied,706000,50,8,Asphalt Shingle,Frame,1129
POL00597,CUS00597,2013-12-16,2024-07-04,HO3,Active,5090,1500,10000,18400,1,369000,1,55000,1,203000,1,73000,1,500000,1,1000,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,Owner Occupied,468000,65,23,Asphalt Shingle,Concrete Block,3549
POL00598,CUS00598,2016-11-17,2024-02-08,HO6,Active,6510,10000,7500,17000,1,849000,0,0,1,525000,1,172000,1,100000,1,10000,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Secondary Residence,943000,47,32,Asphalt Shingle,Masonry Veneer,1180
POL00599,CUS00599,2016-01-11,2024-03-25,HO3,Active,9310,2000,7500,15100,1,755000,1,82000,1,420000,1,126000,1,500000,1,2500,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,879000,66,26,Metal,Reinforced Concrete,1970
POL00600,CUS00600,2007-07-10,2023-07-17,HO6,Active,4680,5000,5000,12900,1,429000,1,44000,1,226000,1,127000,1,100000,1,5000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,422000,35,14,Tile,Masonry Veneer,3915
POL00601,CUS00601,2019-10-21,2025-06-18,HO6,Active,1910,1500,7500,28000,1,932000,1,115000,1,428000,1,148000,1,500000,1,10000,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,Owner Occupied,985000,11,11,Asphalt Shingle,Masonry,3976
POL00602,CUS00602,2012-10-03,2023-08-04,HO3,Active,5540,5000,5000,59600,1,1193000,1,146000,1,770000,1,330000,1,300000,1,5000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,1316000,68,2,Asphalt Shingle,Masonry,1595
POL00603,CUS00603,2009-12-22,2024-01-16,HO3,Active,3360,5000,5000,32300,1,1077000,1,127000,1,615000,1,182000,1,500000,1,1000,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Tenant Occupied,1261000,6,6,Flat/TPO,Masonry Veneer,3419
POL00604,CUS00604,2012-07-24,2025-10-30,HO3,Active,7250,2000,10000,34500,1,1149000,1,161000,1,543000,1,275000,1,500000,1,2500,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,Owner Occupied,1200000,70,5,Asphalt Shingle,Masonry,3637
POL00605,CUS00605,2019-01-05,2023-09-30,HO6,Active,2570,10000,10000,31600,1,1055000,1,110000,1,654000,1,297000,1,500000,1,10000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,1085000,70,3,Asphalt Shingle,Concrete Block,1785
POL00606,CUS00606,2019-02-18,2023-11-15,HO3,Active,5000,7500,7500,10700,1,536000,1,58000,1,293000,1,127000,1,500000,1,10000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,640000,15,4,Concrete Tile,Frame,2305
POL00607,CUS00607,2007-12-17,2022-11-25,HO6,Active,5380,5000,7500,38800,1,777000,1,96000,1,542000,1,126000,1,500000,1,5000,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,976000,62,13,Concrete Tile,Concrete Block,1763
POL00608,CUS00608,2011-06-17,2026-05-16,HO3,Active,6250,2500,2500,5900,1,294000,1,38000,1,135000,1,54000,1,500000,1,1000,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Secondary Residence,341000,11,4,Concrete Tile,Masonry,3850
POL00609,CUS00609,2009-01-29,2025-07-30,HO6,Active,2870,2500,7500,16000,1,319000,1,47000,1,189000,1,79000,1,300000,1,5000,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,421000,72,6,Tile,Reinforced Concrete,1626
POL00610,CUS00610,2013-02-08,2025-07-14,HO3,Active,2240,2500,5000,28300,1,943000,1,140000,1,608000,1,256000,1,300000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,1261000,34,14,Metal,Reinforced Concrete,1842
POL00611,CUS00611,2017-08-29,2022-09-03,HO5,Active,4380,2000,7500,39100,1,1302000,0,0,1,689000,1,311000,1,300000,1,5000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Tenant Occupied,1364000,72,4,Flat/TPO,Reinforced Concrete,1623
POL00612,CUS00612,2015-05-25,2025-02-12,HO3,Active,2460,5000,5000,20100,1,1005000,1,144000,1,608000,1,204000,1,500000,1,5000,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,1094000,72,25,Tile,Masonry,1973
POL00613,CUS00613,2020-12-30,2026-04-26,HO3,Active,8480,2500,7500,14900,1,497000,1,68000,1,310000,1,95000,1,500000,1,1000,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Owner Occupied,527000,74,18,Concrete Tile,Masonry,3470
POL00614,CUS00614,2023-12-08,2025-08-06,HO3,Active,6480,10000,2500,8500,1,284000,1,36000,1,165000,1,52000,1,500000,1,5000,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,Owner Occupied,352000,75,24,Concrete Tile,Masonry Veneer,2569
POL00615,CUS00615,2018-10-01,2024-01-25,HO6,Active,4480,1000,5000,37500,1,750000,1,109000,1,410000,1,147000,1,100000,1,1000,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,Tenant Occupied,1042000,38,5,Concrete Tile,Concrete Block,2795
POL00616,CUS00616,2006-07-27,2023-03-31,HO6,Active,9270,2500,2500,51400,1,1028000,1,121000,1,591000,1,261000,1,100000,1,1000,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,Owner Occupied,1195000,48,22,Metal,Reinforced Concrete,2929
